닉네임,응시번호,고사장,왕복여부,오픈채팅링크,등록시간,매칭완료,매너스타일
회계사여우 🦊,25101626,명일중,편도 (학교→고사장),,2026-01-31 13:17:56.883543,N,💬 대화 환영
